customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn,Churn_Probability,Churn_Prediction,churn_label,prediction_label,active_status
15638424,661,Germany,Female,35,5,150725.53,2,0,1,113656.85,0,0.07663000397219476,0,Stayed,Predicted to Stay,Active
15755648,675,France,Female,21,8,98373.26,1,1,0,18203.0,0,0.03768891884701403,0,Stayed,Predicted to Stay,Inactive
15703793,738,Germany,Male,58,2,133745.44,4,1,0,28373.86,1,0.9995543873778552,1,Exited,Predicted to Churn,Inactive
15620344,813,France,Male,29,6,0.0,1,1,0,33953.87,0,0.5060823581570134,1,Stayed,Predicted to Churn,Inactive
15812518,657,Spain,Female,37,0,163607.18,1,0,1,44203.55,0,0.11901639914297073,0,Stayed,Predicted to Stay,Active
15779052,604,Germany,Female,25,5,157780.84,2,1,1,58426.81,0,0.024716673740834957,0,Stayed,Predicted to Stay,Active
15770811,519,France,Male,36,9,0.0,2,0,1,145562.4,0,0.056391600525333346,0,Stayed,Predicted to Stay,Active
15780961,735,France,Female,21,1,178718.19,2,1,0,22388.0,0,0.012707393016428307,0,Stayed,Predicted to Stay,Inactive
15614049,664,France,Male,55,8,0.0,2,1,1,139161.64,0,0.12359751490173576,0,Stayed,Predicted to Stay,Active
15662085,678,France,Female,32,9,0.0,1,1,1,148210.64,0,0.4427747695246854,0,Stayed,Predicted to Stay,Active
15575185,757,Spain,Male,33,5,77253.22,1,0,1,194239.63,0,0.09553683351069478,0,Stayed,Predicted to Stay,Active
15803136,416,Germany,Female,41,10,122189.66,2,1,0,98301.61,0,0.4176406307466906,0,Stayed,Predicted to Stay,Inactive
15706021,665,France,Female,34,1,96645.54,2,0,0,171413.66,0,0.03573163389192754,0,Stayed,Predicted to Stay,Inactive
15663706,777,France,Female,32,2,0.0,1,1,0,136458.19,1,0.7366550897458904,1,Exited,Predicted to Churn,Inactive
15641732,543,France,Female,36,3,0.0,2,0,0,26019.59,0,0.09856537326922654,0,Stayed,Predicted to Stay,Inactive
15701164,506,France,Female,34,4,90307.62,1,1,1,159235.29,0,0.09212767643490115,0,Stayed,Predicted to Stay,Active
15738751,493,France,Female,46,4,0.0,2,1,0,1907.66,0,0.21201701649586452,0,Stayed,Predicted to Stay,Inactive
15805254,652,Spain,Female,75,10,0.0,2,1,1,114675.75,0,0.003320994309232737,0,Stayed,Predicted to Stay,Active
15762418,750,Spain,Male,22,3,121681.82,1,1,0,128643.35,1,0.860274197854668,1,Exited,Predicted to Churn,Inactive
15625759,729,France,Male,30,9,0.0,2,1,0,151869.35,0,0.00496694533307082,0,Stayed,Predicted to Stay,Inactive
15622897,646,France,Female,46,4,0.0,3,1,0,93251.42,1,0.9854658666624058,1,Exited,Predicted to Churn,Inactive
15767954,635,Germany,Female,28,3,81623.67,2,1,1,156791.36,0,0.050781268636254435,0,Stayed,Predicted to Stay,Active
15757535,647,Spain,Female,44,5,0.0,3,1,1,174205.22,1,0.9967897710885534,1,Exited,Predicted to Churn,Active
15731511,808,France,Male,45,7,118626.55,2,1,0,147132.46,0,0.08218031347158603,0,Stayed,Predicted to Stay,Inactive
15809248,524,France,Female,36,10,0.0,2,1,0,109614.57,0,0.10326300506115652,0,Stayed,Predicted to Stay,Inactive
15640635,769,France,Male,29,8,0.0,2,1,1,172290.61,0,0.004603883879009544,0,Stayed,Predicted to Stay,Active
15676966,730,Spain,Male,42,4,0.0,2,0,1,85982.47,0,0.05046729175502326,0,Stayed,Predicted to Stay,Active
15699461,515,Spain,Male,35,10,176273.95,1,0,1,121277.78,0,0.02348271441584826,0,Stayed,Predicted to Stay,Active
15738721,773,Spain,Male,41,9,102827.44,1,0,1,64595.25,0,0.02862159965005501,0,Stayed,Predicted to Stay,Active
15693683,814,Germany,Male,29,8,97086.4,2,1,1,197276.13,0,0.002137572448852649,0,Stayed,Predicted to Stay,Active
15604348,710,Spain,Male,22,8,0.0,2,0,0,99645.04,0,0.022419796706191417,0,Stayed,Predicted to Stay,Inactive
15633059,413,France,Male,34,9,0.0,2,0,0,6534.18,0,0.022620093798376567,0,Stayed,Predicted to Stay,Inactive
15808582,665,France,Female,40,6,0.0,1,1,1,161848.03,0,0.4025092769358492,0,Stayed,Predicted to Stay,Active
15743192,623,France,Female,44,6,0.0,2,0,0,167162.43,0,0.15310681468700926,0,Stayed,Predicted to Stay,Inactive
15580146,738,France,Male,31,9,82674.15,1,1,0,41970.72,0,0.12219592816637379,0,Stayed,Predicted to Stay,Inactive
15776605,528,Spain,Male,36,7,0.0,2,1,0,60536.56,0,0.0407916366166137,0,Stayed,Predicted to Stay,Inactive
15804919,670,Spain,Female,65,1,0.0,1,1,1,177655.68,1,0.057449667256895376,0,Exited,Predicted to Stay,Active
15613854,622,Spain,Female,46,4,107073.27,2,1,1,30984.59,1,0.7332053565824225,1,Exited,Predicted to Churn,Active
15599195,582,Germany,Male,32,1,88938.62,1,1,1,10054.53,0,0.034024999350402256,0,Stayed,Predicted to Stay,Active
15812878,785,Germany,Female,36,2,99806.85,1,0,1,36976.52,0,0.31715493590842875,0,Stayed,Predicted to Stay,Active
15602312,605,Spain,Male,33,5,150092.8,1,0,0,71862.79,0,0.2009251536551898,0,Stayed,Predicted to Stay,Inactive
15744689,479,Germany,Male,35,9,92833.89,1,1,0,99449.86,1,0.7220527608622463,1,Exited,Predicted to Churn,Inactive
15803526,685,Germany,Male,30,3,90536.81,1,0,1,63082.88,0,0.11344643002114196,0,Stayed,Predicted to Stay,Active
15665790,538,Germany,Male,39,7,108055.1,2,1,0,27231.26,0,0.2496762261267737,0,Stayed,Predicted to Stay,Inactive
15715951,562,France,Male,42,2,100238.35,1,0,0,86797.41,0,0.2930913125133554,0,Stayed,Predicted to Stay,Inactive
15591100,675,Spain,Male,36,9,106190.55,1,0,1,22994.32,0,0.04188843434628288,0,Stayed,Predicted to Stay,Active
15609618,721,Germany,Male,28,9,154475.54,2,0,1,101300.94,1,0.6457425051138784,1,Exited,Predicted to Churn,Active
15675522,628,Germany,Female,30,9,132351.29,2,1,1,74169.13,0,0.023728992759770744,0,Stayed,Predicted to Stay,Active
15705512,668,Germany,Female,37,6,167864.4,1,1,0,115638.29,0,0.15404579162963333,0,Stayed,Predicted to Stay,Inactive
15698028,506,France,Female,41,1,0.0,2,1,0,31766.3,0,0.19568951560677006,0,Stayed,Predicted to Stay,Inactive
15661670,524,Germany,Female,31,8,107818.63,1,1,0,199725.39,1,0.9182207950671368,1,Exited,Predicted to Churn,Inactive
15600781,699,Germany,Male,34,4,185173.81,2,1,0,120834.48,0,0.04794362859233438,0,Stayed,Predicted to Stay,Inactive
15682472,828,France,Male,34,8,129433.34,2,0,0,38131.77,0,0.021244668188666525,0,Stayed,Predicted to Stay,Inactive
15580203,674,Spain,Male,39,6,120193.42,1,0,0,100130.95,0,0.10017321882481287,0,Stayed,Predicted to Stay,Inactive
15690673,656,France,Female,39,6,0.0,2,1,0,141069.88,0,0.15448147449773506,0,Stayed,Predicted to Stay,Inactive
15760085,684,Germany,Female,48,10,126384.42,1,1,1,198129.36,0,0.5207995150950636,1,Stayed,Predicted to Churn,Active
15779659,625,France,Female,28,3,0.0,1,0,0,183646.41,0,0.3029261314534675,0,Stayed,Predicted to Stay,Inactive
15627360,432,France,Male,42,9,152603.45,1,1,0,110265.24,1,0.7183159313201632,1,Exited,Predicted to Churn,Inactive
15671137,549,France,Female,52,1,0.0,1,0,1,8636.05,1,0.9189421718577351,1,Exited,Predicted to Churn,Active
15782688,625,Germany,Male,56,0,148507.24,1,1,0,46824.08,1,0.9847396763148275,1,Exited,Predicted to Churn,Inactive
15575492,828,France,Female,41,7,0.0,2,1,0,171378.77,0,0.05852479410197488,0,Stayed,Predicted to Stay,Inactive
15591607,770,France,Male,24,9,101827.07,1,1,0,167256.35,0,0.07198842419898219,0,Stayed,Predicted to Stay,Inactive
15740404,758,France,Female,34,3,0.0,2,1,1,124226.16,0,0.024864149501731887,0,Stayed,Predicted to Stay,Active
15718369,795,Germany,Female,33,9,130862.43,1,1,1,114935.21,0,0.4260754700294861,0,Stayed,Predicted to Stay,Active
15677871,687,France,Male,38,9,122570.87,1,1,1,35608.88,0,0.15394776510085317,0,Stayed,Predicted to Stay,Active
15642004,686,France,Male,25,1,0.0,2,0,1,16459.37,0,0.00658460585848592,0,Stayed,Predicted to Stay,Active
15712543,789,Germany,Male,39,7,124828.46,2,1,1,124411.08,0,0.11431975378271281,0,Stayed,Predicted to Stay,Active
15584518,589,Germany,Female,50,5,144895.05,2,1,1,34941.23,0,0.3229783827019233,0,Stayed,Predicted to Stay,Active
15802381,461,Germany,Female,34,5,63663.93,1,0,1,167784.28,0,0.1302211973995286,0,Stayed,Predicted to Stay,Active
15610156,637,France,Male,40,2,133463.1,1,0,1,93165.34,0,0.24033660019268588,0,Stayed,Predicted to Stay,Active
15594408,584,Spain,Female,48,2,213146.2,1,1,0,75161.25,1,0.8411971156402607,1,Exited,Predicted to Churn,Inactive
15640905,579,Spain,Female,35,1,129490.36,2,0,1,8590.83,1,0.7264661876422779,1,Exited,Predicted to Churn,Active
15698932,756,Germany,Male,44,10,137452.09,1,1,0,189543.9,0,0.5619565513999099,1,Stayed,Predicted to Churn,Inactive
15724944,663,France,Male,34,7,0.0,2,1,1,180427.24,0,0.025372885227830773,0,Stayed,Predicted to Stay,Active
15628145,682,France,Female,43,5,125851.93,1,1,1,193318.33,0,0.07813568997844479,0,Stayed,Predicted to Stay,Active
15713483,793,Spain,Male,52,2,0.0,1,1,0,159123.82,1,0.9332542127699115,1,Exited,Predicted to Churn,Inactive
15612350,691,France,Female,31,5,40915.55,1,1,0,126213.84,1,0.7353090501261522,1,Exited,Predicted to Churn,Inactive
15800703,485,Spain,Female,21,5,113157.22,1,1,1,54141.5,0,0.02343449319090794,0,Stayed,Predicted to Stay,Active
15705707,635,Spain,Female,29,8,138296.94,2,1,0,141075.51,0,0.5117314865859115,1,Stayed,Predicted to Churn,Inactive
15754105,650,France,Male,37,5,106967.18,1,0,0,24495.03,0,0.09784490127698743,0,Stayed,Predicted to Stay,Inactive
15703264,735,France,Male,44,9,120681.63,1,1,0,74836.34,0,0.43520510676037505,0,Stayed,Predicted to Stay,Inactive
15794413,416,France,Male,32,0,0.0,2,0,1,878.87,0,0.011478084606839278,0,Stayed,Predicted to Stay,Active
15650237,754,Spain,Female,32,7,0.0,2,1,0,89520.75,0,0.021803997776628108,0,Stayed,Predicted to Stay,Inactive
15759618,535,France,Female,48,9,0.0,1,1,0,149892.79,1,0.9442474380520839,1,Exited,Predicted to Churn,Inactive
15811589,716,Spain,Male,42,8,0.0,2,1,0,180800.42,0,0.06461274400875942,0,Stayed,Predicted to Stay,Inactive
15689044,539,France,Male,37,2,127609.59,1,1,0,98646.22,0,0.15448045306702285,0,Stayed,Predicted to Stay,Inactive
15709368,614,France,Female,43,6,0.0,2,1,1,109041.53,0,0.09994185962727138,0,Stayed,Predicted to Stay,Active
15679145,706,Spain,Male,57,7,0.0,1,1,0,17941.16,1,0.9739184391273075,1,Exited,Predicted to Churn,Inactive
15655007,758,France,Female,33,7,0.0,2,0,0,82996.47,0,0.020254283832887052,0,Stayed,Predicted to Stay,Inactive
15623595,586,Spain,Female,28,2,0.0,2,1,1,92067.35,0,0.029533004370586025,0,Stayed,Predicted to Stay,Active
15589975,646,France,Female,73,6,97259.25,1,0,1,104719.66,0,0.02019902753670211,0,Stayed,Predicted to Stay,Active
15804017,631,Germany,Female,33,4,123246.7,1,0,0,112687.57,0,0.7438143217721936,1,Stayed,Predicted to Churn,Inactive
15692132,717,Spain,Female,22,6,101060.25,1,0,1,84699.56,0,0.009603684571211713,0,Stayed,Predicted to Stay,Active
15641122,684,France,Male,30,2,0.0,2,1,0,83473.82,0,0.028603002615260265,0,Stayed,Predicted to Stay,Inactive
15630910,800,France,Female,49,7,108007.36,1,0,0,47125.11,0,0.6205976612337131,1,Stayed,Predicted to Churn,Inactive
15680772,721,Spain,Female,36,2,0.0,2,1,1,106977.8,0,0.08284242006689363,0,Stayed,Predicted to Stay,Active
15658929,683,Spain,Male,29,0,133702.89,1,1,0,55582.54,1,0.7229686480254635,1,Exited,Predicted to Churn,Inactive
15585388,660,Germany,Male,31,9,125189.75,2,1,1,139874.43,0,0.06792180278448556,0,Stayed,Predicted to Stay,Active
15724623,704,Germany,Female,24,7,113034.22,1,1,0,162503.48,1,0.5455801922168382,1,Exited,Predicted to Churn,Inactive
15588537,615,Spain,Female,41,9,109013.23,1,1,0,196499.96,0,0.12770301511474663,0,Stayed,Predicted to Stay,Inactive
15574692,667,Spain,Female,39,2,0.0,2,1,0,40721.24,1,0.29234184118856726,0,Exited,Predicted to Stay,Inactive
15611325,682,Germany,Male,24,9,57929.81,2,0,0,53134.3,0,0.10129407193322913,0,Stayed,Predicted to Stay,Inactive
15587562,484,France,Female,29,4,130114.39,1,1,0,164017.89,0,0.40574780026213375,0,Stayed,Predicted to Stay,Inactive
15613172,628,Germany,Male,27,5,95826.49,2,1,0,155996.96,0,0.08006498457732764,0,Stayed,Predicted to Stay,Inactive
15651022,480,Germany,Male,44,10,129608.57,1,1,0,5472.7,1,0.9499831976313907,1,Exited,Predicted to Churn,Inactive
15586310,578,France,Male,30,4,169462.09,1,1,0,112187.11,0,0.2634324391590221,0,Stayed,Predicted to Stay,Inactive
15625524,512,France,Male,40,5,0.0,2,1,1,146457.83,0,0.03384082196280045,0,Stayed,Predicted to Stay,Active
15755209,484,Spain,Female,35,7,133868.21,1,1,1,27286.1,0,0.031033180403277294,0,Stayed,Predicted to Stay,Active
15645248,510,France,Female,30,0,0.0,2,1,1,130553.47,0,0.023552410076863227,0,Stayed,Predicted to Stay,Active
15790355,606,Germany,Male,36,5,190479.48,2,0,0,179351.89,0,0.04768376605882382,0,Stayed,Predicted to Stay,Inactive
15762615,597,Spain,Female,40,8,101993.12,1,0,1,94774.12,0,0.05022532317199164,0,Stayed,Predicted to Stay,Active
15625426,754,Germany,Female,55,3,161608.81,1,1,0,8080.85,1,0.9697691429305936,1,Exited,Predicted to Churn,Inactive
15716334,850,Spain,Female,45,2,122311.21,1,1,1,19482.5,0,0.139824324140137,0,Stayed,Predicted to Stay,Active
15789669,510,France,Male,65,2,0.0,2,1,1,48071.61,0,0.03768850469752933,0,Stayed,Predicted to Stay,Active
15621075,778,Germany,Female,45,1,162150.42,2,1,0,174531.27,0,0.3450130889830488,0,Stayed,Predicted to Stay,Inactive
15810845,636,France,Male,42,2,0.0,2,1,1,55470.78,0,0.04227072474975058,0,Stayed,Predicted to Stay,Active
15719377,804,France,Female,50,4,0.0,1,1,1,8546.87,1,0.9151774926804491,1,Exited,Predicted to Churn,Active
15654506,514,France,Male,32,8,0.0,2,1,0,95857.18,0,0.02136508405161117,0,Stayed,Predicted to Stay,Inactive
15771977,730,France,Female,39,1,99010.67,1,1,0,194945.8,0,0.330436874708766,0,Stayed,Predicted to Stay,Inactive
15708710,525,Spain,Female,37,0,0.0,1,0,1,131521.72,0,0.4878234079904424,0,Stayed,Predicted to Stay,Active
15726676,616,Spain,Male,30,5,0.0,2,0,1,196108.51,0,0.005775631315808765,0,Stayed,Predicted to Stay,Active
15587421,687,Germany,Female,34,7,111388.18,2,1,0,148564.76,0,0.1848111869043827,0,Stayed,Predicted to Stay,Inactive
15726931,715,France,Female,41,8,56214.85,2,0,0,92982.61,1,0.7481681119501016,1,Exited,Predicted to Churn,Inactive
15771086,512,France,Female,36,3,84327.77,2,1,0,17675.36,0,0.09363211916419312,0,Stayed,Predicted to Stay,Inactive
15756850,479,France,Male,40,1,0.0,2,0,0,114996.43,0,0.025535779332205993,0,Stayed,Predicted to Stay,Inactive
15702741,601,France,Male,32,8,93012.89,1,1,0,86957.42,0,0.1355894128462664,0,Stayed,Predicted to Stay,Inactive
15679200,580,Spain,Male,29,9,61710.44,2,1,0,128077.8,0,0.19137071477378184,0,Stayed,Predicted to Stay,Inactive
15594815,807,France,Male,35,3,174790.15,1,1,1,600.36,0,0.01894423218574467,0,Stayed,Predicted to Stay,Active
15635905,616,Spain,Female,32,6,0.0,2,1,1,43001.46,0,0.04189931893524016,0,Stayed,Predicted to Stay,Active
15777892,721,Germany,Male,37,3,107720.64,1,1,1,158591.12,0,0.20672543749407163,0,Stayed,Predicted to Stay,Active
15656176,501,France,Male,57,10,0.0,2,1,1,47847.19,0,0.021794853901383613,0,Stayed,Predicted to Stay,Active
15811127,521,France,Male,35,6,96423.84,1,1,0,10488.44,0,0.018743057031101438,0,Stayed,Predicted to Stay,Inactive
15604482,850,Spain,Male,30,2,141040.01,1,1,1,5978.2,0,0.03537534984343725,0,Stayed,Predicted to Stay,Active
15622911,759,France,Male,42,4,105420.18,1,0,1,121409.06,0,0.2718389492175285,0,Stayed,Predicted to Stay,Active
15600974,516,Spain,Male,50,5,0.0,1,0,1,146145.93,1,0.9214195853225752,1,Exited,Predicted to Churn,Active
15727868,711,France,Female,38,2,129022.06,2,1,1,14374.86,1,0.7315433446533952,1,Exited,Predicted to Churn,Active
15627801,512,Spain,Male,33,3,176666.62,1,1,0,94670.77,0,0.12880313280430883,0,Stayed,Predicted to Stay,Inactive
15773039,550,France,Male,37,3,0.0,1,1,1,179670.31,0,0.5356190006254269,1,Stayed,Predicted to Churn,Active
15755262,608,Spain,Female,41,3,89763.84,1,0,0,199304.74,1,0.8669374743615508,1,Exited,Predicted to Churn,Inactive
15679531,618,France,Male,34,5,134954.53,1,1,1,151954.39,0,0.05319237089043922,0,Stayed,Predicted to Stay,Active
15684181,643,France,Male,45,5,0.0,1,1,0,142513.5,1,0.8176429986091956,1,Exited,Predicted to Churn,Inactive
15612087,671,France,Male,45,2,106376.85,1,0,1,158264.62,0,0.14270938981780465,0,Stayed,Predicted to Stay,Active
15752047,689,Germany,Male,33,2,161814.64,2,1,0,169381.9,0,0.04391483826836448,0,Stayed,Predicted to Stay,Inactive
15624592,603,France,Male,31,8,0.0,2,1,1,169915.02,0,0.02388824339024427,0,Stayed,Predicted to Stay,Active
15573152,620,France,Female,41,9,0.0,2,0,0,88852.47,0,0.1926681399366503,0,Stayed,Predicted to Stay,Inactive
15594917,676,France,Female,34,1,63095.01,1,1,1,40645.81,0,0.08179752901404666,0,Stayed,Predicted to Stay,Active
15785542,572,Germany,Male,26,4,118287.01,2,0,0,60427.3,0,0.14387529952546513,0,Stayed,Predicted to Stay,Inactive
15723488,668,Germany,Male,47,7,106854.21,1,0,1,157959.02,1,0.7308502520953564,1,Exited,Predicted to Churn,Active
15680920,695,France,Male,46,7,49512.55,1,1,0,133007.34,0,0.5467955304689652,1,Stayed,Predicted to Churn,Inactive
15786308,730,Spain,Female,33,9,0.0,2,0,0,176576.62,0,0.02336269313850232,0,Stayed,Predicted to Stay,Inactive
15659366,807,France,Male,43,1,105799.32,2,1,0,34888.04,1,0.030733223397282863,0,Exited,Predicted to Stay,Inactive
15774854,592,France,Male,54,8,0.0,1,1,1,28737.71,1,0.8514772471950255,1,Exited,Predicted to Churn,Active
15725311,726,France,Female,31,9,114722.05,2,1,1,98178.57,0,0.1271254317048706,0,Stayed,Predicted to Stay,Active
